Start Time,End Time,Assigned,Name,PaperId,Presenter,Options,Great Together,Ok Together,Not Ok Together,Don't know if should be together,Interested in,Options 11-20,More button1 clicked,More button2 clicked,Specials 1-3,Specials 4-6,Comments
2014-01-20T20:48:22Z,2014-01-21T05:13:26Z,1,Justin Cranshaw,pn2401,,"to112,pn1333,pn1325,pn1014,pn2225,pn1330,pn1675,pn558,pn1954,pn1460",pn1954,"pn1675,pn2225,pn2208,pn558","to112,pn924,pn180,pn1347,pn763,pn1763,pn1333,pn1558,pn526,pn1375","pn1325,pn1460,pn1123,pn1330",,"pn1558,pn180,pn1123,pn763,pn1375,pn526,pn924,pn1347,pn1763,pn2208",TRUE,FALSE,"crs153,crs161,crs129","sig108,crs123,crs157",
2014-01-21T05:12:27Z,2014-01-21T05:14:12Z,3, Johannes Schöning,pn490,,"pn1123,pn420,pn1333,pn521,pn677,pn1188,pn1514,pn2090,pn2153,pn2225",pn1123,"pn2090,pn1333","pn521,pn420","pn1188,pn2225,pn677,pn2153,pn1514","pn1123,pn2090","pn924,pn2095,pn526,pn1375,pn558,pn1763,pn180,pn763,pn1675,pn1347",FALSE,FALSE,"crs123,crs121,crs144","crs122,sig110,crs113",
2014-01-21T05:24:31Z,2014-01-21T05:26:13Z,2,,pn750,,"pn1293,pn2560,pn583,pn1071,pn1982,pn1057,pn1916,pn272,pn405,pn626","pn1982,pn626,pn272","pn2560,pn1293","pn405,pn583,pn1057","pn1916,pn1071",,"pn292,pn951,pn2128,pn431,pn189,pn1473,pn737,pn2105,pn2119,pn988",FALSE,FALSE,"crs129,crs102,crs111","case147,crs116,crs137",
2014-01-21T05:24:19Z,2014-01-21T05:26:32Z,4," Darren Edge 
",pn1709,,"pn313,pn2277,pn1183,pn799,pn2330,pn1579,pn1034,pn1521,pn122,pn1626","pn1034,pn1183,pn1521,pn122,pn1626,pn799","pn1579,pn2277","pn2330,pn313",,"pn1034,pn2330,pn1183,sig107,pn1626","pn1095,pn1452,pn704,pn1425,pn737,pn1442,pn1171,pn2048,pn1750,pn420",FALSE,FALSE,"crs105,sig107,crs108","crs147,crs100,sig117",
2014-01-21T05:26:44Z,2014-01-21T05:28:21Z,3,,pn1773,,"pn1587,pn245,pn714,pn1704,pn164,pn2103,pn1800,pn2303,pn541,pn1179","pn1587,pn1179,pn2303",,"pn164,pn541,pn714,pn245,pn1704,pn1800,pn2103",,"pn1179,pn2303,pn1587","pn1423,pn1700,pn121,pn1171,pn739,pn975,pn845,pn1482,pn1264,pn1632",FALSE,FALSE,"sig119,case138,crs160","crs113,crs102,crs129",
2014-01-21T05:26:28Z,2014-01-21T05:28:33Z,2, Antti Oulasvirta,pn2119,,"pn2117,pn1916,pn2394,pn1293,pn2159,pn1982,pn171,pn2105,pn1901,pn272",pn272,"pn2117,pn1293,pn1916,pn2394,pn171,pn750,pn1982,pn2159","pn186,pn1901,pn2160,pn2317,pn785,pn1742,pn2153,pn2463,pn2175,pn1490",pn2105,,"pn2175,pn1742,pn1490,pn2463,pn750,pn785,pn2153,pn2317,pn186,pn2160",TRUE,TRUE,"crs129,crs113,sig103","crs144,crs102,crs153",
2014-01-21T05:12:21Z,2014-01-21T05:28:47Z,5, Bin Zheng,pn718,,"pn2394,pn951,pn1982,pn1227,pn235,pn626,pn734,pn389,pn420,pn405","pn734,pn626","pn405,pn1227,pn654,pn1471,pn420,pn951",,"pn235,pn2394,pn1982","pn626,pn1227,pn734,pn405","pn183,pn495,pn1337,to135,pn730,pn1756,pn966,pn654,pn190,pn1471",TRUE,FALSE,"case163,case138,crs137","crs138,crs153,crs116",
2014-01-21T05:28:29Z,2014-01-21T05:29:48Z,3, Darren Edge,pn2303,,"pn2016,pn320,pn1773,pn1183,pn1351,pn1518,pn118,pn1587,pn1179,pn576","pn1587,pn1773,pn1179","pn118,pn1518","pn320,pn1183,pn576,pn1351,pn2016",,"pn1179,pn1183,pn1773,pn1587","pn941,pn866,pn2358,pn2327,pn547,pn967,pn1517,pn2020,pn687,pn534",FALSE,TRUE,"case138,crs108,crs136","crs137,crs121,crs142",
2014-01-21T05:28:45Z,2014-01-21T05:31:03Z,2, Antti Oulasvirta,pn2117,,"pn426,pn896,pn1916,pn171,pn272,pn343,pn2454,pn2119,pn1982,pn113","pn343,pn426,pn1916,pn113",pn2454,"pn2119,pn896,pn1293,pn222,pn988,pn1007,pn2105,pn1932,pn171,pn1742,pn2010,pn1982,pn1410,pn2175,pn272",,,"pn222,pn1932,pn988,pn1410,pn2105,pn1742,pn2175,pn1007,pn1293,pn2010",TRUE,FALSE,"crs129,crs146,crs102","crs113,crs144,crs153",
2014-01-21T05:31:14Z,2014-01-21T05:33:13Z,3," Antti 
Oulasvirta",pn420,,"pn426,pn1099,pn2394,pn1626,pn521,pn1242,pn139,pn111,pn1092,pn601","pn426,pn2394","pn1092,pn521","pn139,pn1242,pn1626,pn1099,pn111",,,"pn386,pn799,pn2119,pn1709,pn345,pn490,pn1425,pn190,pn2090,pn905",FALSE,FALSE,"sig107,crs122,case163","crs111,crs153,case138",
2014-01-21T05:33:21Z,2014-01-21T05:35:11Z,1,Antti Oulasvirta,pn272,,"pn750,pn838,pn2394,pn1982,pn2117,pn737,pn1293,pn2105,pn2119,pn1916","pn2105,pn171","pn2119,pn750","pn2117,pn139,pn905,pn838,pn1295,pn737,pn426,pn455,pn1293,pn1227,pn1916,pn785,pn1092,pn1351","pn2394,pn1982",,"pn1295,pn426,pn905,pn1227,pn171,pn1351,pn455,pn139,pn1092,pn785",TRUE,FALSE,"crs129,crs102,case163","sig110,crs157,crs143",
2014-01-21T05:35:11Z,2014-01-21T05:54:34Z,2, Kashyap Todi,pn1092,,"pn1936,pn426,pn756,pn2372,pn2216,pn343,pn1227,pn1628,pn386,pn988","pn2216,pn343,pn386,pn426","pn756,pn1488,pn1227,pn2372,pn1628,pn1007","pn219,to114,pn345","pn1700,pn988,pn1916,pn2394,pn1936,pn601,pn420","pn426,pn2216,pn756,pn343,crs102,pn386","pn1007,pn345,pn420,pn1700,pn601,pn219,pn2394,pn1916,to114,pn1488",TRUE,TRUE,"crs137,crs102,crs129","crs122,crs138,crs153",
2014-01-21T05:35:11Z,2014-01-21T05:54:37Z,2, Kashyap Todi,pn1092,,"pn1936,pn426,pn756,pn2372,pn2216,pn343,pn1227,pn1628,pn386,pn988","pn2216,pn343,pn386,pn426","pn756,pn1488,pn1227,pn2372,pn1628,pn1007","pn219,to114,pn345","pn1700,pn988,pn1916,pn2394,pn1936,pn601,pn420","pn426,pn2216,pn756,pn343,crs102,pn386","pn1007,pn345,pn420,pn1700,pn601,pn219,pn2394,pn1916,to114,pn1488",TRUE,TRUE,"crs137,crs102,crs129","crs122,crs138,crs153",
2014-01-21T01:36:07Z,2014-01-21T05:56:07Z,1,Mayank Goel,pn896,,"pn2117,pn2022,pn529,pn426,pn1225,pn1222,pn1046,pn1200,pn343,pn113","pn1200,pn426,pn2022","pn1225,pn1222,pn1046",,"pn343,pn2117,pn113,pn529","pn529,pn428,pn1007,pn113,pn2157,pn343,pn1046","pn1883,pn1007,pn799,pn1488,pn428,pn1336,pn2157,pn672,pn1936,pn142",FALSE,TRUE,"crs153,crs122,sig109","crs138,crs137,case150",
2014-01-21T05:50:14Z,2014-01-21T06:01:03Z,1,Yong Liu,pn164,,"pn245,pn2442,pn292,pn1800,pn1417,pn337,pn845,pn838,pn1171,pn1911","pn838,pn292",,"pn1800,pn1911,pn1171,pn2442","pn245,pn337,pn845,pn1417","pn292,pn838,pn245,pn337","pn1423,pn966,pn1337,pn1704,pn1472,pn1264,pn2242,pn541,pn739,pn796",FALSE,FALSE,"crs111,sig108,crs100","sig117,sig118,crs123",
2014-01-21T06:01:35Z,2014-01-21T06:04:08Z,1,Joseph 'Jofish' Kaye,pn186,,"to106,pn2489,pn119,pn2294,pn155,pn671,pn2119,pn526,pn2134,pn1732","pn119,pn671","to106,pn2489","pn2119,pn1916,pn2294,pn2128","pn1732,pn2134,pn526,pn155","pn119,pn2134,pn671,pn1732","pn2128,pn2317,pn2463,pn2153,pn1916,pn1410,pn1982,pn2160,pn1490,pn2175",TRUE,FALSE,"crs122,crs149,crs129","crs100,crs157,case138",
2014-01-21T05:26:09Z,2014-01-21T06:16:50Z,1,Stephen Fitchett,pn361,,"pn1670,pn399,pn431,pn2244,pn1316,pn1161,pn239,pn400,pn2128,pn435",pn400,"pn435,pn1161","pn1670,pn239,pn2244,pn399","pn431,pn1316,pn2128","pn400,pn239,pn435","pn155,pn521,pn1203,pn2276,pn1982,pn343,pn1071,pn838,pn589,pn1558",TRUE,FALSE,"crs144,case138,crs153","crs113,crs147,crs157",
2014-01-21T05:14:04Z,2014-01-21T06:19:38Z,4," Sidney 
Fels",pn796,,"pn1558,pn1337,pn189,pn1872,pn147,pn224,pn845,pn1587,pn2268,pn692","pn1872,pn1558","pn2268,pn224,pn1337","pn845,pn147","pn189,pn1587,pn692","pn2268,pn1558,pn224,pn1872,pn1587","pn1987,pn1333,pn1911,pn1635,pn337,pn1472,pn183,pn288,pn2442,pn2200",FALSE,FALSE,"crs123,crs116,crs122","crs105,crs101,crs149",
2014-01-21T06:18:15Z,2014-01-21T06:31:21Z,1,Jari Kangas,pn495,,"pn730,pn718,pn1186,pn438,pn235,pn521,pn428,pn734,pn799,pn2157","pn235,pn730,pn438","pn718,pn1186","pn428,pn521","pn734,pn2157,pn799","pn235,pn730,pn1883,pn718,pn734,pn405,pn1488,pn438,pn1186","pn1488,pn796,pn916,pn138,pn241,pn405,pn1225,pn1883,pn847,pn2090",FALSE,TRUE,"crs153,case118,case176","crs122,crs138,crs137",
2014-01-21T06:31:43Z,2014-01-21T06:40:57Z,1,Jenny Waycott,pn1800,,"pn1732,pn1821,pn1264,pn2115,pn751,pn444,pn2417,pn941,pn1617,pn975","pn1821,pn1264,pn975","pn1617,pn941,pn2115,pn1732,pn751,pn444",,pn2417,,"pn845,pn541,pn739,pn1423,pn714,pn121,pn1700,pn1632,pn1482,pn1171",FALSE,FALSE,"crs116,sig119,sig103","sig118,crs153,crs123",
2014-01-21T06:45:39Z,2014-01-21T06:48:48Z,7, Matthias Kranz,pn288,,"pn216,pn1796,pn276,pn250,pn395,pn1281,pn736,pn222,pn589,pn1193","pn216,pn1796,pn250","pn589,pn1281,pn1193,pn395",,"pn736,pn222,pn276",,"pn1262,pn734,pn111,pn2442,pn1242,pn796,pn2112,pn916,pn654,pn2001",TRUE,FALSE,"crs129,crs153,crs105","sig103,crs137,crs102",
2014-01-21T06:54:03Z,2014-01-21T06:55:52Z,3, Paul Dourish,pn967,,"pn320,pn643,pn1428,pn1183,pn1904,pn1682,pn2220,pn838,pn2011,pn2129","pn1428,pn2011","pn838,pn2220,pn1904","pn320,pn1183,pn2129,pn643",pn1682,"pn2220,pn838,pn2011,pn1682,pn1428","pn866,pn547,pn2358,pn2020,pn2016,pn687,pn1268,to132,pn2327,to136",FALSE,FALSE,"sig111,crs157,sig103","crs100,crs137,crs142",
2014-01-20T22:18:43Z,2014-01-21T06:59:24Z,6," 
Gaetano Borriello",pn896,,"pn2117,pn2022,pn529,pn426,pn1225,pn1222,pn1046,pn1200,pn343,pn113","pn1225,pn1222,pn2022","pn2117,pn426,pn672","pn343,pn428,pn1488,pn1007,pn1046,pn1936,pn113,pn2157,pn799,pn1883,pn1336","pn1200,pn142,pn529",,"pn1883,pn1007,pn799,pn1488,pn428,pn1336,pn2157,pn672,pn1936,pn142",TRUE,FALSE,"crs153,crs122,sig109","crs138,crs137,case150",
2014-01-21T07:15:46Z,2014-01-21T07:19:40Z,2, Andreas Butz,pn621,,"pn233,pn250,pn775,pn2168,pn1796,pn2203,pn111,pn1969,pn2420,pn1850","pn2203,pn233",pn2420,"pn1850,pn250","pn775,pn1969,pn1796,pn2168,pn111","pn775,pn2203","pn916,pn1225,pn796,pn1186,pn395,pn138,pn1081,pn648,pn1911,pn235",FALSE,FALSE,"crs116,crs137,crs149","sig103,crs123,crs142",
2014-01-21T07:13:38Z,2014-01-21T07:19:43Z,2," Jacob O.. Wobbrock 
",pn2432,,"pn1514,pn2449,pn1057,pn264,pn1583,pn755,pn2372,pn756,pn1883,pn198","pn755,pn2449","pn756,pn264,pn2372,pn1514,pn1057","pn138,pn1583,pn405,pn425,pn2031,pn428,pn1222,pn654,pn794,pn1883","pn1901,pn1188,pn198","pn198,pn1583","pn1222,pn405,pn425,pn794,pn428,pn138,pn1901,pn2031,pn1188,pn654",TRUE,FALSE,"crs115,crs160,crs122","crs101,case150,crs144",
2014-01-21T03:30:00Z,2014-01-21T07:20:38Z,1,Mira Dontcheva,pn1421,,"pn2235,pn263,pn1503,pn224,to126,pn2208,pn1123,pn2343,pn1237,pn810","pn2235,pn263,pn224,pn2208","pn1123,pn1237,pn2343","pn1503,to126",pn810,"pn1179,pn2225,pn2343,pn1558,pn736,pn1123,pn224,pn263,crs108,crs143,crs149,pn1503,pn2235,pn810,pn1161,pn1343,pn2208,to126","pn1776,pn1161,pn983,pn2225,pn2168,pn150,pn736,pn1343,pn1179,pn1558",FALSE,TRUE,"crs108,crs149,crs143","crs137,crs116,crs102",Thanks for your hard work in making the program better!
2014-01-21T07:20:02Z,2014-01-21T07:23:33Z,2, Jacob O.. Wobbrock,pn2449,,"to135,pn1583,pn2432,pn2372,pn1901,pn264,pn755,pn1007,pn756,pn198","pn755,pn2432","pn1901,pn756,pn425,pn264,pn2372","pn1583,pn589,pn2031,pn428,to135,pn1222,pn1916,pn198,pn794","pn1007,pn1783,pn104,pn1057","pn428,pn1007,pn425,pn1783,to135,pn1057,pn1916,pn104,pn198","pn2031,pn1783,pn428,pn1916,pn794,pn1222,pn589,pn1057,pn104,pn425",TRUE,TRUE,"crs121,crs129,sig109","crs116,crs160,crs138",
2014-01-21T07:20:02Z,2014-01-21T07:23:34Z,2, Jacob O.. Wobbrock,pn2449,,"to135,pn1583,pn2432,pn2372,pn1901,pn264,pn755,pn1007,pn756,pn198","pn755,pn2432","pn1901,pn756,pn425,pn264,pn2372","pn1583,pn589,pn2031,pn428,to135,pn1222,pn1916,pn198,pn794","pn1007,pn1783,pn104,pn1057","pn428,pn1007,pn425,pn1783,to135,pn1057,pn1916,pn104,pn198","pn2031,pn1783,pn428,pn1916,pn794,pn1222,pn589,pn1057,pn104,pn425",TRUE,TRUE,"crs121,crs129,sig109","crs116,crs160,crs138",
2014-01-21T07:20:12Z,2014-01-21T07:25:13Z,2, Marin Zec,pn648,,"pn183,pn1579,pn233,pn1987,pn673,pn1471,to131,pn1969,pn366,pn1336","pn183,pn1969,to131,pn1471,pn233","pn366,pn1987",,"pn673,pn1336","pn1471,pn183","pn208,pn1110,pn2442,pn1099,pn1635,pn654,pn2031,pn621,pn288,pn2420",FALSE,FALSE,"case138,crs122,crs143","sig103,case115,crs146",
2014-01-21T07:18:33Z,2014-01-21T07:36:06Z,4, Martin Schmitz,pn2424,,"pn672,pn791,pn2294,pn1472,pn1470,pn1123,pn1425,pn1983,pn1046,pn1901","pn1425,pn1123,pn1983","pn426,pn672,pn1470,pn791","pn1901,pn1488,pn1225,pn673,pn1472,pn796","pn2216,pn405,pn734,pn288,pn2294,pn1046,pn104","crs153,pn1225,pn1488,crs147,pn672,pn1046","pn796,pn1488,pn104,pn2216,pn426,pn734,pn1225,pn673,pn288,pn405",TRUE,TRUE,"sig110,case138,crs116","crs129,crs147,crs153",
2014-01-21T07:29:16Z,2014-01-21T07:41:43Z,1,Eun Kyoung Choe,pn2214,,"pn2284,pn1684,pn1351,pn345,pn1298,pn761,to101,pn493,pn1446,pn2274","pn493,to101,pn2274","pn1298,pn2284,pn1377","pn1446,pn1351,pn345","pn761,pn1684","pn1413,pn2284,pn1298,to101,pn1821,pn761,pn1446,pn2274,pn1377,pn1684,pn493","pn1736,pn1377,pn1896,pn1623,pn1821,pn1362,pn2293,pn787,pn884,pn1413",TRUE,TRUE,"crs122,crs124,crs129","crs143,crs100,crs123",
2014-01-21T07:36:15Z,2014-01-21T07:46:14Z,1,Christian Rendl,pn1046,,"pn799,pn1635,pn1583,pn1222,pn113,pn386,pn2372,pn2216,pn343,pn2420","pn1635,pn386","pn343,pn2372,pn113",,"pn2216,pn1583,pn1222,pn2420,pn799","pn1635,pn1222,pn343,pn386,pn1583","pn1722,pn1007,pn977,pn2090,pn2454,pn2157,pn1488,pn730,pn138,pn1651",FALSE,FALSE,"crs122,crs149,crs108","crs116,crs111,crs102",
2014-01-21T07:39:31Z,2014-01-21T07:46:25Z,1,,pn2226,,"pn1454,pn279,pn2160,pn2011,pn2244,pn905,pn1325,pn887,pn1978,pn1475","pn1454,pn887,pn1475","pn279,pn1978",,"pn1325,pn905,pn2160,pn2244,pn2011","pn1475,pn1454,pn2011,pn905,crs124,case176,pn1978,pn887,case138","pn2103,pn2134,pn2220,pn399,pn155,pn1915,pn166,pn1488,pn248,pn941",FALSE,FALSE,"case176,case138,crs124","crs121,crs157,crs138",
2014-01-21T07:43:29Z,2014-01-21T07:46:57Z,1,Dominik Schmidt,pn371,,"pn728,pn794,to114,pn2216,pn1635,pn1472,pn241,pn775,pn2010,pn1983","pn775,pn1983,pn2010,pn794","pn241,pn728",,"pn2216,pn1635,to114,pn1472","pn775,pn1983,pn2010,pn794,pn728","pn673,pn2372,pn916,pn1225,pn183,pn2041,pn2442,pn2022,pn796,pn138",FALSE,FALSE,"crs142,crs158,crs153","case150,crs122,crs123",
2014-01-21T07:54:15Z,2014-01-21T07:57:23Z,1,Rajan Vaish,pn263,,"pn150,pn286,to137,pn1343,pn525,pn1103,pn1421,pn1818,pn1558,pn641","pn1343,pn1421,to137,pn1103,pn1558,pn525,pn150",,"pn641,pn1818,pn286",,"pn525,crs153,to137,pn641,pn1558,pn1103,pn1818,pn1421,pn1343,case173,case118,pn150","pn2225,pn142,pn2235,pn180,pn2399,pn1675,pn672,pn1123,pn2525,pn1055",FALSE,FALSE,"crs153,case118,case173","sig107,crs142,crs157",
2014-01-21T08:04:27Z,2014-01-21T08:08:09Z,3," Jürgen 
Steimle",pn2424,,"pn672,pn791,pn2294,pn1472,pn1470,pn1123,pn1425,pn1983,pn1046,pn1901","pn672,pn1983","pn1425,pn1046","pn1901,pn2294,pn1472,pn1470,pn791",pn1123,"pn1470,pn1983,pn1123,pn1425,pn2294,pn672,pn1046","pn796,pn1488,pn104,pn2216,pn426,pn734,pn1225,pn673,pn288,pn405",FALSE,FALSE,"sig110,case138,crs116","crs129,crs147,crs153",
2014-01-21T08:05:31Z,2014-01-21T08:09:58Z,1,Anne Roudaut,pn313,,"pn385,pn794,pn529,pn2041,pn1186,pn1709,pn1179,pn297,pn1460,pn2150","pn385,pn1186,pn2150,pn2041,pn794",pn297,"pn1460,pn1709,pn1179,pn529",,"pn529,pn297,pn1179,pn1513,pn2150,pn794,pn1186,pn385,pn2041","pn343,pn1513,pn1992,pn2168,pn1485,pn1776,pn1503,pn983,pn672,pn1911",FALSE,TRUE,"crs161,crs149,crs143","crs108,crs153,crs144",
2014-01-21T08:06:27Z,2014-01-21T08:11:06Z,6," Nadia 
Bianchi-Berthouze",pn1684,,"pn2115,pn1845,pn1034,pn1518,pn2487,pn1446,pn2274,pn1290,pn1081,pn2003","pn2115,pn1446,pn2487","pn1034,pn1845,pn1290,pn2003,pn2274",pn1518,pn1081,"pn1034,pn2487,pn1845,crs129,sig107,pn1446,pn2274","pn139,pn1413,pn787,pn493,pn884,pn2214,pn2016,pn1186,pn883,pn1756",FALSE,FALSE,"crs160,sig107,crs129","crs153,crs138,case138",
2014-01-21T07:43:12Z,2014-01-21T08:12:45Z,3," 
Jussi Rantala",pn495,,"pn730,pn718,pn1186,pn438,pn235,pn521,pn428,pn734,pn799,pn2157","pn405,pn235,pn438","pn718,pn138,pn734,pn730,pn1488,pn1225,pn847,pn521,pn2157,pn799,pn1883",,"pn428,pn241,pn1186,pn2090,pn916,pn796","pn235,pn1883,pn1488,pn438,pn1186","pn1488,pn796,pn916,pn138,pn241,pn405,pn1225,pn1883,pn847,pn2090",TRUE,TRUE,"crs153,case118,case176","crs122,crs138,crs137",
2014-01-21T08:08:15Z,2014-01-21T08:12:53Z,2, Jürgen Steimle,pn1225,,"pn1936,pn1081,pn1756,pn2022,pn1007,pn1626,pn529,pn1727,pn1488,pn965","pn1081,pn2029,pn2022,pn297,pn529","pn1583,pn896,pn1488,pn1007,pn1046,pn2010,pn2041","pn183,pn1756,pn241,pn965,pn1626","pn1635,pn1727,pn1936","pn1081,pn529,pn1007,pn1488,pn1936,pn2022","pn183,pn1583,pn2041,pn2029,pn297,pn241,pn2010,pn1046,pn896,pn1635",TRUE,FALSE,"crs122,case138,crs121","crs113,crs115,crs143",
2014-01-21T08:13:06Z,2014-01-21T08:16:20Z,3, Jürgen Steimle,pn1488,,"pn142,pn2372,pn1471,pn1046,pn222,pn1628,pn799,pn372,pn208,pn1007","pn222,pn142,pn372","pn1628,pn799","pn2216,pn138,pn730,pn896,pn1442,pn2372,pn1916,pn1007,pn208,pn1046,pn1471,pn1936,pn1092,pn549,pn1099",,"pn1007,pn142,pn222,pn372,pn1628","pn730,pn1916,pn896,pn1442,pn138,pn2216,pn1936,pn549,pn1092,pn1099",TRUE,FALSE,"crs122,crs153,crs138","crs137,crs111,case138",
2014-01-21T08:12:11Z,2014-01-21T08:17:46Z,1,Qiao Zhang,pn208,,"pn714,pn1482,pn1488,pn2010,pn648,pn739,pn1651,pn428,pn2293,pn2001","pn1651,pn1488,pn714,pn428,pn2010","pn739,pn1482,pn2001,pn2293,pn648",,,"pn235,pn428,pn2157,pn521,pn1488","pn799,pn1579,pn2090,pn2157,pn1046,pn235,pn730,pn288,pn521,pn2442",FALSE,TRUE,"crs122,crs113,crs144","crs138,crs137,case138",
2014-01-21T08:12:23Z,2014-01-21T08:18:30Z,2, Santosh Arvind Adimoolam,pn1293,,"pn1982,pn2560,pn2105,pn1057,pn750,pn2117,pn239,pn2119,pn583,pn272","pn2560,pn2119,pn239,pn1982,pn272","pn2117,pn2105,pn750,pn583,pn1057",,,"pn1982,pn239","pn1490,pn2160,pn171,pn2463,pn1916,pn1410,pn2317,pn2128,pn2175,pn2159",FALSE,FALSE,"crs129,crs102,crs122","sig103,crs153,case115",
2014-01-21T08:27:36Z,2014-01-21T08:30:52Z,2, Tim Gamble,pn1742,,"pn1932,pn1646,pn2128,pn1982,pn1916,pn1417,pn2119,pn1675,pn1110,pn897","pn2119,pn1982,pn1417",,"pn1110,pn1675,pn897,pn1916,pn1646,pn2128,pn1932",,"pn1982,pn2119,pn1417","pn2317,pn1490,pn2160,pn1901,pn1850,pn2175,pn2159,pn2153,pn1410,pn2463",FALSE,FALSE,"crs123,crs101,crs153","crs113,crs144,crs129",
2014-01-21T08:29:16Z,2014-01-21T08:33:03Z,6, Andrew Vande Moere,pn558,,"pn1987,pn671,pn2046,pn1954,pn1333,pn286,pn2277,pn2401,to112,pn1675","pn1675,pn2401,pn1954","to112,pn2046,pn1333","pn924,pn180,pn1347,pn763,pn1763,pn1330,pn526,pn1987,pn2277,pn802","pn286,pn2095,pn671,pn1123","pn1333,pn1675,pn1954,pn2401,pn2277","pn180,pn526,pn924,pn802,pn1347,pn1330,pn2095,pn1763,pn1123,pn763",TRUE,FALSE,"crs108,crs105,sig117","sig103,sig110,case138",
2014-01-21T08:32:07Z,2014-01-21T08:34:10Z,2, Robert Xiao,pn583,,"pn2560,pn464,pn386,pn2454,pn1057,pn2343,pn750,pn1293,pn2372,pn691",pn464,"pn386,pn2372,pn1057","pn2560,pn1293,pn691,pn750,pn2343",pn2454,pn464,"pn2394,pn2022,pn1473,pn343,pn730,pn1007,pn264,pn988,pn2157,pn1916",TRUE,FALSE,"sig109,crs122,crs153","case138,crs137,crs123",
2014-01-21T08:32:06Z,2014-01-21T08:35:45Z,1,Robert Xiao,pn372,,"pn1628,pn222,pn142,pn739,pn1007,pn343,pn714,pn730,pn1092,pn1488",pn142,"pn730,pn714,pn1488,pn1628,pn1007,pn1092",,"pn343,pn739,pn222","pn1007,pn142,pn343,pn1628","pn1916,pn425,pn1482,pn1448,pn2041,pn1046,pn2112,pn756,pn389,pn264",FALSE,FALSE,"crs153,crs158,case138","crs137,crs138,crs113",
2014-01-21T08:32:05Z,2014-01-21T08:37:16Z,2, Robert Xiao,pn343,,"pn113,pn1092,pn2157,pn426,pn1007,pn428,pn1936,pn2117,pn1046,pn896","pn896,pn113","pn1046,pn1936,pn1092,pn2157",pn1007,"pn2117,pn426,pn428","pn428,pn1007,pn1092","pn2022,pn2372,pn425,pn1700,pn1057,pn1488,pn756,pn2394,pn386,pn1473",FALSE,FALSE,"crs153,crs144,crs122","crs143,crs142,crs156",
2014-01-21T08:30:56Z,2014-01-21T08:37:50Z,1,,pn405,,"pn147,pn2417,pn951,pn750,pn1295,pn988,pn1982,pn626,pn718,pn2225","pn1295,pn2417,pn626","pn750,pn1982,pn951","pn988,pn2225","pn718,pn147","pn1295,pn750,pn1982,pn626,pn2417,crs122","pn1525,pn495,pn255,pn2560,pn2424,pn431,pn950,pn756,pn219,pn1241",FALSE,FALSE,"crs122,sig109,case138","crs116,crs153,crs144",
2014-01-21T08:39:47Z,2014-01-21T08:44:12Z,3," Jalal 
Mahmud",pn255,,"pn590,pn2380,pn1776,pn400,pn405,pn1325,pn2094,pn785,pn139,pn1398",pn2380,"pn1325,pn405,pn400,pn785","pn139,pn590,pn1398",pn2094,"pn2380,pn2094,pn400,pn405,pn1776,pn1325,pn785","pn1092,pn1227,pn1295,pn897,pn1425,pn455,pn119,pn426,pn361,pn1351",FALSE,FALSE,"sig103,crs122,crs123","crs149,crs100,crs144",
2014-01-21T08:52:26Z,2014-01-21T08:59:32Z,1,Georgios Marentakis,pn1193,,"pn673,pn276,pn399,pn2010,pn1360,pn395,pn1337,pn1586,pn288,pn529",pn276,"pn1360,pn673,pn399,pn529","pn288,pn1337","pn1586,pn395,pn2010","pn276,pn529,pn395,pn399,pn2010,pn1360,pn673","pn1242,pn1081,pn1225,pn2442,pn241,pn138,pn142,pn796,pn2294,pn916",FALSE,FALSE,"crs142,crs129,crs111","crs149,crs153,crs122",
2014-01-21T08:54:51Z,2014-01-21T09:00:06Z,3, Miguel Nacenta,pn1756,,"pn1936,pn2022,pn2041,pn736,pn965,pn426,pn389,pn1727,pn2119,pn1225","pn2119,pn426",pn965,"pn1225,pn1936,pn389","pn736,pn1727,pn2022,pn2041","pn977,pn1225,pn264,pn389","pn276,pn1932,pn264,pn1911,pn1513,pn977,pn1186,pn1193,pn2159,pn1646",FALSE,TRUE,"case115,crs111,crs149","crs138,crs153,sig118",
2014-01-21T08:55:57Z,2014-01-21T09:01:01Z,1,Alexander Meschtscherjakov,pn1818,,"pn1257,pn1242,pn1518,to108,pn672,pn1282,pn2084,pn2175,pn1275,pn1190","pn1242,pn2175",to108,"pn672,pn1257,pn1275,pn2084,pn1518","pn1282,pn1190",,"pn2041,pn1188,pn2472,pn142,pn775,pn1865,pn2150,pn2094,pn319,pn692",FALSE,FALSE,"crs153,case118,case176","crs102,sig107,crs157",
2014-01-21T08:46:56Z,2014-01-21T09:01:31Z,2," Patrick 
Greindl",pn1046,,"pn799,pn1635,pn1583,pn1222,pn113,pn386,pn2372,pn2216,pn343,pn2420","pn1635,pn343,pn386,pn1222","pn2216,pn1583,pn113,pn2420",,"pn2372,pn799","pn1635,pn1222,pn343,pn386,pn1583","pn1722,pn1007,pn977,pn2090,pn2454,pn2157,pn1488,pn730,pn138,pn1651",TRUE,FALSE,"crs122,crs149,crs108","crs116,crs111,crs102",
